2 ﻿Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Type,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID
1730 earbuds combo,Green,No,1400,350,Green,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,everyday; comfy,Yes,For sale,TopsTexTopTshirtsLEarphone1,8407,Z5EPZbr42inQuqMF7
1731 earbuds combo,Blue,No,1400,350,Blue,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,everyday; comfy,Yes,For sale,TopsTexTopTshirtsLEarphone2,8408,xyaJkC2hXewt3EgwR
1732 earbuds combo,Yellow,No,1400,350,Yellow,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,everyday; comfy,Yes,For sale,TopsTexTopTshirtsLEarphone3,8409,tBS9Afmch8GoiZyNf
1733 eight-ball tee,NA,No,560,140,Black,White,1x1,NA,Nook Shopping Catalog,,All Year,No,1.0.0,Active,everyday; comfy,Yes,For sale,TopsTexTopTshirtsHNumberball8,3325,aGNGuPAvfzWYZyFXB
1734 emblem blazer,Green,No,1960,490,Green,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal,Yes,For sale,TopsTexTopYshirtsLBlazer0,3269,McjR5xxmfs7XvcAzp
1735 emblem blazer,Navy blue,No,1960,490,Blue,Blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal,Yes,For sale,TopsTexTopYshirtsLBlazer1,8109,gy9DWXDAexJYDrewK
1736 emblem blazer,Beige,No,1960,490,Brown,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal,Yes,For sale,TopsTexTopYshirtsLBlazer2,8110,TGS8o5dMpySdP32ZD
1737 emblem blazer,Berry red,No,1960,490,Red,Pink,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal,Yes,For sale,TopsTexTopYshirtsLBlazer3,8111,2DXpovF8mqLzFsrEW
1738 embroidered tank,Red,No,960,240,Red,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cute,everyday; comfy; vacation,Yes,For sale,TopsTexTopTshirtsNEmbroidery0,5441,9DzqH7aMSv95fJKRi
1739 embroidered tank,Purple,No,960,240,Purple,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cute,everyday; comfy; vacation,Yes,For sale,TopsTexTopTshirtsNEmbroidery1,8090,hYZdoywEYD2xwiy9f
1740 embroidered tank,Blue,No,960,240,Blue,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cute,everyday; comfy; vacation,Yes,For sale,TopsTexTopTshirtsNEmbroidery2,8091,2K72KeAGyAKbedWiT
1741 embroidered tank,Pink,No,960,240,Pink,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cute,everyday; comfy; vacation,Yes,For sale,TopsTexTopTshirtsNEmbroidery3,8092,W5CLaXunDqKhGgf35
1742 embroidered tank,Green,No,960,240,Green,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cute,everyday; comfy; vacation,Yes,For sale,TopsTexTopTshirtsNEmbroidery4,8093,2Chdb8nsWRDZ7CkMT
1743 embroidered tank,Beige,No,960,240,Orange,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cute,everyday; comfy; vacation,Yes,For sale,TopsTexTopTshirtsNEmbroidery5,8094,JFwe4zXwigsMto5jB
1744 embroidered tank,Navy blue,No,960,240,Blue,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cute,everyday; comfy; vacation,Yes,For sale,TopsTexTopTshirtsNEmbroidery6,8095,6irGeSdqQsYeMi5vr
1745 energetic sweater,Yellow,No,960,240,Yellow,Light blue,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopYshirtsLKids0,5262,b73ao3rF3oavR8z4N
1746 energetic sweater,Light blue,No,960,240,Light blue,Pink,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopYshirtsLKids1,7636,E6ALXxWpkw9utQtdC
1747 energetic sweater,Purple,No,960,240,Purple,Green,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopYshirtsLKids2,7637,FS6rPfKWZk6erLJ9S
1748 energetic sweater,Pink,No,960,240,Pink,Yellow,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopYshirtsLKids3,7638,npAHqkah6boHyWapW
1749 explorer shirt,Camel,No,1120,280,Beige,Orange,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Active,outdoorsy; work,Yes,For sale,TopsTexTopYshirtsHExplorer0,3264,mafpBag6Kcdxw3zpb
1750 explorer shirt,Avocado,No,1120,280,Green,Red,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; work,Yes,For sale,TopsTexTopYshirtsHExplorer1,9431,38yGvATTz5s8nD6fk
1751 explorer shirt,Beige,No,1120,280,Gray,Green,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; work,Yes,For sale,TopsTexTopYshirtsHExplorer2,9432,m2Jz8dTEe675cwCFg
1752 explorer shirt,Blue,No,1120,280,Blue,Yellow,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; work,Yes,For sale,TopsTexTopYshirtsHExplorer3,9433,2FszT8afYqxji5xW3
1753 faux-hair sweater,Red,No,1200,300,Red,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Yes,1.0.0,Cool,comfy,Yes,For sale,TopsTexTopOuterLMohair0,4417,j9z6bwxTqZqSpEEbs
1754 faux-hair sweater,White,No,1200,300,White,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cool,comfy,Yes,For sale,TopsTexTopOuterLMohair1,7648,ov6EXHn8MFDMPWEbr
1755 faux-shearling coat,Beige,No,1680,420,Beige,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Elegant,everyday; outdoorsy,Yes,For sale,TopsTexTopCoatLMouton0,3222,WpjniGSpQzK38nX3q
1756 faux-shearling coat,Pink,No,1680,420,Pink,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Yes,1.0.0,Elegant,everyday; outdoorsy,Yes,For sale,TopsTexTopCoatLMouton1,9222,NhSEgskn7iX97xigX
1757 faux-shearling coat,Green,No,1680,420,Green,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Elegant,everyday; outdoorsy,Yes,For sale,TopsTexTopCoatLMouton2,9223,qCcxbbyokkZbCStbz
1758 faux-shearling coat,Black,No,1680,420,Black,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Elegant,everyday; outdoorsy,Yes,For sale,TopsTexTopCoatLMouton3,9224,TgjdjQK3v8FWQ2Jpq
1759 faux-shearling coat,Gray,No,1680,420,Gray,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Elegant,everyday; outdoorsy,Yes,For sale,TopsTexTopCoatLMouton4,9225,xASWpNjz7nip6orFK
1760 fischerhemd,NA,No,1800,450,Blue,Red,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,outdoorsy; vacation; work,Yes,For sale,TopsTexTopYshirtsLFischerhemdBlue,5658,tMByLq3jkhDNDB2vu
1761 fish-print tee,NA,No,NFS,160,Beige,Yellow,1x1,NA,Fishing Tourney,,All Year,No,1.0.0,Simple,everyday; comfy,Yes,Not for sale,TopsTexTopTshirtsHFish0,8765,SebBDo7mypSMwQxhL
1762 fishing vest,Red,No,1440,360,Red,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; sporty,Yes,For sale,TopsTexTopTshirtsHFishing0,3219,RC8hPfezpZdaGwkmy
1763 fishing vest,Blue,No,1440,360,Blue,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; sporty,Yes,For sale,TopsTexTopTshirtsHFishing1,8617,2HBbMgcvJHkp46WyQ
1764 fishing vest,Orange,No,1440,360,Orange,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; sporty,Yes,For sale,TopsTexTopTshirtsHFishing2,8618,gc4p6ZxvEKhAoraHr
1765 fishing vest,Purple,No,1440,360,Purple,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; sporty,Yes,For sale,TopsTexTopTshirtsHFishing3,8619,HTpFLAmPhjZkBWEwZ
1766 fishing vest,Black,No,1440,360,Black,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; sporty,Yes,For sale,TopsTexTopTshirtsHFishing4,8620,SsMk9hPcTALaaqCc2
1767 fishing vest,Pink,No,1440,360,Pink,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; sporty,Yes,For sale,TopsTexTopTshirtsHFishing5,8621,YeFbuycQnEZPCoYqw
1768 fishing vest,Green,No,1440,360,Green,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; sporty,Yes,For sale,TopsTexTopTshirtsHFishing6,8622,FZ5eX8LMEnXquex8p
1769 fishing vest,Avocado,No,1440,360,Green,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; sporty,Yes,For sale,TopsTexTopTshirtsHFishing7,8623,hLEANyFRfjAxPzAMX
1770 fitness tank,Mint,No,800,200,Green,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; sporty,Yes,For sale,TopsTexTopTshirtsNFitness0,4205,pf3TqdjT25titHKTC
1771 fitness tank,Pink,No,800,200,Pink,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; sporty,Yes,For sale,TopsTexTopTshirtsNFitness1,8045,zNFW9iSr8vzJzngWo
1772 fitness tank,Light blue,No,800,200,Light blue,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; sporty,Yes,For sale,TopsTexTopTshirtsNFitness2,8046,EAQWmffPDBgLrwHKa
1773 fitness tank,Orange,No,800,200,Orange,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; sporty,Yes,For sale,TopsTexTopTshirtsNFitness3,8047,cC2fXHXZt7jELsHC6
1774 fitness tank,Black,No,800,200,Black,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; sporty,Yes,For sale,TopsTexTopTshirtsNFitness4,8048,9mya7BZEbeBnmXrB9
1775 fitness tank,Yellow,No,800,200,Yellow,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; sporty,Yes,For sale,TopsTexTopTshirtsNFitness5,8049,rNcc6oPNg5F9rYxET
1776 fitness tank,Red,No,800,200,Red,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; sporty,Yes,For sale,TopsTexTopTshirtsNFitness6,8050,ycywcxPLS4fxdaWrn
1777 fitness tank,Purple,No,800,200,Purple,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Active,outdoorsy; sporty,Yes,For sale,TopsTexTopTshirtsNFitness7,8051,AfSxXnD68W5NzygyT
1778 five-ball tee,NA,No,560,140,Orange,White,1x1,NA,Nook Shopping Catalog,,All Year,No,1.0.0,Active,everyday; comfy,Yes,For sale,TopsTexTopTshirtsHNumberball5,3322,WsYW9gfDhPcPPerbk
1779 flame tee,NA,No,800,200,Red,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,everyday; comfy,Yes,For sale,TopsTexTopTshirtsHFire0,9536,zk7LLkWEFDXBhA56g
1780 flannel shirt,Red,No,1200,300,Red,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopYshirtsLFlannel0,3225,n8NYrB9rdjARN3JcB
1781 flannel shirt,Green,No,1200,300,Green,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopYshirtsLFlannel1,8945,jRHjkvvvQWrYykHTr
1782 flannel shirt,Blue,No,1200,300,Blue,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopYshirtsLFlannel2,8946,usEu4RNDtAHWtXkpw
1783 flannel shirt,Beige,No,1200,300,Beige,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopYshirtsLFlannel3,8947,kRizWQBEk6BmJs6xD
1784 flannel shirt,Purple,No,1200,300,Purple,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopYshirtsLFlannel4,8948,PA9YxRzWDLRnwautw
1785 flashy cardigan,Red,No,1200,300,Red,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,everyday,Yes,For sale,TopsTexTopOuterLPsychedelic0,5685,s7fDJcPmirS68nmuF
1786 flashy cardigan,Blue,No,1200,300,Blue,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,everyday,Yes,For sale,TopsTexTopOuterLPsychedelic1,7857,TBsGpCoXDJ9CxGpwE
1787 flashy jacket,White,No,1960,490,White,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,everyday,Yes,For sale,TopsTexTopYshirtsLJacketgaudy0,3265,bsknG2icWD6qRsZQM
1788 flashy jacket,Black,No,1960,490,Black,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,Yes,For sale,TopsTexTopYshirtsLJacketgaudy1,8104,WkyL8quGNgeG8mv2K
1789 flashy jacket,Purple,No,1960,490,Purple,Blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,Yes,For sale,TopsTexTopYshirtsLJacketgaudy2,8105,ihbv8PYd7kmxEfuZg
1790 flashy jacket,Berry red,No,1960,490,Red,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,Yes,For sale,TopsTexTopYshirtsLJacketgaudy3,8106,JvpDnCmieBYpWQQqW
1791 flashy jacket,Aquamarine,No,1960,490,Green,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,Yes,For sale,TopsTexTopYshirtsLJacketgaudy4,8107,2a5o2ngDn2uM3Tsxa
1792 flashy jacket,Yellow,No,1960,490,Yellow,Purple,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,Yes,For sale,TopsTexTopYshirtsLJacketgaudy5,8108,xxvyPserigxWRxBZk
1793 flight jacket,Brown,No,1680,420,Brown,Beige,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,Yes,1.0.0,Cool,outdoorsy; work,Yes,For sale,TopsTexTopOuterLFlight0,4207,sFNKo6ZMxgx3FB5Bd
1794 flight jacket,Black,No,1680,420,Black,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Cool,outdoorsy; work,Yes,For sale,TopsTexTopOuterLFlight1,8564,Yf9pi2WbFG5bCgdAX
1795 flight jacket,Avocado,No,1680,420,Green,Orange,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Cool,outdoorsy; work,Yes,For sale,TopsTexTopOuterLFlight2,8565,xNudt2hEJrRQW8YTA
1796 flower sweater,Red,No,1200,300,Red,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cute,everyday; comfy,Yes,For sale,TopsTexTopOuterLFlowerknit0,3597,MMmdRMvuRwBE5otMJ
1797 flower sweater,Green,No,1200,300,Green,Orange,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cute,everyday; comfy,Yes,For sale,TopsTexTopOuterLFlowerknit1,7842,dYiwokjRaSWom3tfe
1798 flower sweater,White,No,1200,300,White,Red,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cute,everyday; comfy,Yes,For sale,TopsTexTopOuterLFlowerknit2,7843,aERPQsAtM9kYMjsKQ
1799 flower sweater,Yellow,No,1200,300,Yellow,Red,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cute,everyday; comfy,Yes,For sale,TopsTexTopOuterLFlowerknit3,7844,fmYCxK3tHJkBsMEWy
1800 folk shirt,Red,No,1300,325,Red,Beige,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLNative0,4446,4DPTD6n87FGTiWDgo
1801 folk shirt,Brown,No,1300,325,Brown,Yellow,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLNative1,7848,ZE3BkipjbF7LR3KYQ
1802 folk shirt,Blue,No,1300,325,Light blue,Gray,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLNative2,7849,E9CrHL88bA9XGfqXg
1803 football shirt,Green,No,1120,280,Green,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,Yes,For sale,TopsTexTopTshirtsHAmericanfootball0,4447,urMACBJvyors4JtjQ
1804 football shirt,White,No,1120,280,White,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,Yes,For sale,TopsTexTopTshirtsHAmericanfootball1,9398,cAu6tgixNQuENfajk
1805 football shirt,Yellow,No,1120,280,Yellow,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,Yes,For sale,TopsTexTopTshirtsHAmericanfootball2,9399,Dk5NwoTEp24XCbi45
1806 football shirt,Berry red,No,1120,280,Red,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,Yes,For sale,TopsTexTopTshirtsHAmericanfootball3,9400,YnnusBMRmjscpD3TL
1807 football shirt,Blue,No,1120,280,Blue,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,Yes,For sale,TopsTexTopTshirtsHAmericanfootball4,9401,8KSFh4EnPkPwNpCh2
1808 football shirt,Turquoise,No,1120,280,Green,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,Yes,For sale,TopsTexTopTshirtsHAmericanfootball5,9402,W6RtDSEBYufhS4y79
1809 football shirt,Red,No,1120,280,Orange,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,Yes,For sale,TopsTexTopTshirtsHAmericanfootball6,9403,RehuSH5BeWm5sogHq
1810 football shirt,Black,No,1120,280,Black,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,Yes,For sale,TopsTexTopTshirtsHAmericanfootball7,9404,FbXusjrDLYfqcHh6q
1811 four-ball tee,Purple,No,560,140,Purple,White,1x1,NA,Nook Shopping Catalog,,All Year,No,1.0.0,Active,everyday; comfy,Yes,For sale,TopsTexTopTshirtsHNumberball4,3321,NGv4n2Su8Qx95Eemh
1812 frog tee,NA,No,640,160,Beige,Green,1x1,NA,Nook Shopping Catalog,,All Year,No,1.0.0,Active,everyday; comfy,Yes,For sale,TopsTexTopTshirtsHFrog0,8195,DKMWSDKZoSzmWod7u
1813 front-tie button-down shirt,Blue,No,800,200,Blue,Blue,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,everyday; vacation,Yes,For sale,TopsTexTopYshirtsHKnot0,4567,wNWjYMRrguk5GsYR5
1814 front-tie button-down shirt,Pink,No,800,200,Pink,Pink,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Yes,1.0.0,Active,everyday; vacation,Yes,For sale,TopsTexTopYshirtsHKnot1,8506,euL2TPawQ2aXiAgMs
1815 front-tie button-down shirt,Yellow,No,800,200,Yellow,Yellow,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Yes,1.0.0,Active,everyday; vacation,Yes,For sale,TopsTexTopYshirtsHKnot2,8507,M4CZ89bstAnrJeA5D
1816 front-tie button-down shirt,Gray,No,800,200,Gray,Gray,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,everyday; vacation,Yes,For sale,TopsTexTopYshirtsHKnot3,8508,sAkH3rZEJ47um9m6n
1817 front-tie tee,Black,No,640,160,Black,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,everyday; comfy; vacation,Yes,For sale,TopsTexTopTshirtsHKnot0,4320,e27Jt3PXF6AB8nm8Y
1818 front-tie tee,White,No,640,160,White,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,everyday; comfy; vacation,Yes,For sale,TopsTexTopTshirtsHKnot1,8356,cMFKMTf9PHB6Pf7S2
1819 front-tie tee,Red,No,640,160,Red,Red,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Yes,1.0.0,Active,everyday; comfy; vacation,Yes,For sale,TopsTexTopTshirtsHKnot2,8357,FRugEM48NkxaqnJSp
1820 front-tie tee,Lime,No,640,160,Yellow,Yellow,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,everyday; comfy; vacation,Yes,For sale,TopsTexTopTshirtsHKnot3,8358,YoAtJLbKcZzTXdmoj
1821 fuzzy vest,Navy blue,No,1300,325,Blue,Blue,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy,Yes,For sale,TopsTexTopYshirtsLBoavest0,4212,zDuhEnw6GQy2yx2ZH
